0.000000000000000000e+00 7.542408035274739131e-02 9.776573726427406630e-02 -5.223913592020165003e-02 -3.054307849866673592e-03 7.983663513053795846e-03 1.067177915735430076e-03 1.040594856345245791e-04 1.146416032630196216e-03 -4.078039872038703392e-04
1.000000000000000056e-01 -2.426257245790184591e-01 -5.878859166023926025e-02 -1.981566881242711672e-02 -2.837827971015867423e-02 -1.273388050529976161e-02 -1.537107243214414637e-02 -8.949337297644964148e-03 -5.779114889382814049e-03 -1.049145441955910869e-02
2.000000000000000111e-01 8.089219263247325598e-02 -1.001796811408330740e-01 1.605354560951352191e-02 -9.200512644667651826e-03 -2.719701719531856035e-02 -2.055388172245397813e-02 -2.237726074821125288e-02 -1.477507185223825292e-02 -1.639583183872971028e-02
3.000000000000000444e-01 -2.718062890015594535e-01 -2.859439449671930672e-02 6.865202914302061948e-03 -3.101374126167250750e-02 -3.609050022308128713e-02 -1.927277246652294579e-02 -1.307808703271401592e-02 -1.985063376818260727e-02 -2.013232434708643256e-02
4.000000000000000222e-01 -5.267617849493577697e-02 -4.120125688101956840e-02 -1.815240667294184748e-02 -2.774218028746928966e-02 3.018184713907041267e-03 -1.808482591570165915e-02 -2.383317503514072525e-02 -2.235643903374779154e-02 -2.124062375420377249e-02
5.000000000000000000e-01 -4.448786083477915265e-02 -7.194817819537037418e-02 -2.851884644735346724e-02 -1.799180322821671701e-02 -2.291018384687185799e-02 -1.897714806640148771e-02 -2.005928041299549769e-02 -2.197342081772036410e-02 -2.015252804858906968e-02
6.000000000000000888e-01 1.467110627295364900e-02 -6.479343996780290160e-02 -4.486870677373674260e-02 -1.133345669674039324e-02 -1.479507434565597093e-02 -2.630288883705028669e-02 -1.467928608888910413e-02 -1.792151828258658694e-02 -1.711680988513694657e-02
7.000000000000000666e-01 6.703552888367106388e-02 -7.631923443019877906e-02 -4.578042844876481499e-02 -2.927445478569511150e-03 -2.185769649227129602e-02 -1.078435805683437138e-02 -1.150314681650404201e-02 -9.281567493819097708e-03 -1.247321904827336167e-02
8.000000000000000444e-01 4.211713773683233714e-02 1.104683844666672424e-02 -1.487889995989160469e-02 1.206374427696517426e-02 -1.354952090644882118e-02 -6.582322911703547552e-03 -3.059249516275014055e-03 -8.071572667317818139e-04 -4.367880748999807689e-03
9.000000000000000222e-01 -9.478583837261710110e-02 -1.197006434552936871e-01 -7.034880672807632823e-03 1.132460415228203447e-02 9.858161298264830202e-03 -1.929790370917597656e-03 7.335617675946837571e-03 1.283696421008480217e-03 4.256770939491175826e-03
1.000000000000000000e+00 -2.266805352130302209e-02 -9.142482799093032408e-02 1.818701386244016283e-02 -1.384762281707672266e-02 1.426211058647690322e-02 2.228626115441019462e-02 9.262882021403892607e-03 1.646877180108158312e-02 1.634529622555932343e-02
1.100000000000000089e+00 -3.815060722721648478e-03 6.293416790593413246e-03 1.332970200956803963e-01 3.457451003258771999e-02 2.700145758501734314e-02 2.373677212151042992e-02 2.519312549277628183e-02 2.738910920156500256e-02 2.784349091205145371e-02
1.200000000000000178e+00 -1.083611869521661497e-01 -8.102992450907244015e-02 1.596341958780309392e-02 6.391073139878319931e-02 3.490625661719031630e-02 3.741764705057537554e-02 3.969460765399285967e-02 4.140354955143703275e-02 4.097151964931692453e-02
1.300000000000000044e+00 3.525970820516242943e-02 4.629796578546707675e-02 8.856980092023782059e-02 5.504747703129142522e-02 6.322647801256865707e-02 5.666399989857498487e-02 5.197654478683126633e-02 5.669883235290494594e-02 5.554487007111094665e-02
1.400000000000000133e+00 -1.715201755720733579e-01 1.052864717053283716e-01 4.473143817135941114e-02 8.745965233352454016e-02 6.690377495619685699e-02 7.174313260159466410e-02 6.842951517000703254e-02 6.986569055894290003e-02 7.053461667512204991e-02
1.500000000000000000e+00 3.184523737751494554e-01 7.855609668515259325e-02 9.529794786005475749e-02 9.229178532482386343e-02 7.617152825794804016e-02 8.720312924151860101e-02 8.309396306977757940e-02 8.864942473925177535e-02 8.686279848199865428e-02
1.600000000000000089e+00 2.543543304596320720e-01 1.525245672812112485e-01 9.254904833537468123e-02 1.118631259583475895e-01 1.139176932168452644e-01 9.385819108130347144e-02 1.000863308678796859e-01 1.034154653914698130e-01 1.006121641864459737e-01
1.700000000000000178e+00 1.387275300863861915e-01 1.561106664352797102e-01 1.356000929222695717e-01 1.091027718989053957e-01 1.104786993067737727e-01 1.213494243712963799e-01 1.175363762518579769e-01 1.138615855855334702e-01 1.165855041520419549e-01
1.800000000000000044e+00 1.307931226869526453e-01 1.354776260024291301e-01 1.838395855822410607e-01 1.281081162698231857e-01 1.329946700882601862e-01 1.233109000340663203e-01 1.331649408019707492e-01 1.298245400846218811e-01 1.329986021866869650e-01
